angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.07,,"[551, 195, 163, 202]",,0.0,,0.01,,0.07,,0.77,,0.04,,0.05,
0.04,,"[551, 195, 162, 203]",,0.0,,0.01,,0.07,,0.83,,0.03,,0.03,
0.04,,"[552, 196, 163, 202]",,0.0,,0.01,,0.26,,0.64,,0.02,,0.04,
0.03,,"[551, 199, 158, 196]",,0.0,,0.0,,0.45,,0.42,,0.01,,0.09,
0.07,,"[549, 192, 167, 206]",,0.0,,0.01,,0.14,,0.69,,0.02,,0.08,
0.11,,"[547, 190, 170, 209]",,0.0,,0.01,,0.14,,0.7,,0.02,,0.03,
0.06,,"[554, 201, 159, 197]",,0.0,,0.01,,0.45,,0.45,,0.01,,0.03,
0.06,,"[556, 201, 158, 196]",,0.0,,0.01,,0.57,,0.32,,0.01,,0.03,
0.09,,"[556, 197, 161, 201]",,0.0,,0.01,,0.26,,0.57,,0.02,,0.05,
0.07,,"[557, 199, 160, 198]",,0.0,,0.02,,0.41,,0.39,,0.01,,0.1,
0.13,,"[554, 190, 163, 205]",,0.0,,0.01,,0.13,,0.57,,0.02,,0.13,
0.06,,"[554, 189, 163, 206]",,0.0,,0.0,,0.09,,0.82,,0.01,,0.01,
0.08,,"[557, 190, 162, 203]",,0.0,,0.01,,0.09,,0.76,,0.03,,0.04,
0.06,,"[559, 192, 159, 199]",,0.0,,0.01,,0.1,,0.75,,0.03,,0.05,
0.19,,"[559, 187, 160, 202]",,0.0,,0.01,,0.13,,0.61,,0.01,,0.05,
0.1,,"[559, 183, 160, 205]",,0.0,,0.01,,0.12,,0.72,,0.01,,0.05,
0.11,,"[557, 178, 165, 207]",,0.0,,0.0,,0.17,,0.66,,0.01,,0.04,
0.11,,"[562, 187, 158, 199]",,0.0,,0.02,,0.25,,0.49,,0.01,,0.12,
0.1,,"[558, 173, 166, 210]",,0.0,,0.0,,0.04,,0.81,,0.02,,0.04,
0.11,,"[553, 164, 170, 216]",,0.0,,0.0,,0.01,,0.85,,0.03,,0.0,
0.07,,"[556, 161, 168, 217]",,0.0,,0.0,,0.01,,0.89,,0.02,,0.0,
0.08,,"[558, 165, 170, 213]",,0.0,,0.0,,0.01,,0.89,,0.01,,0.0,
0.09,,"[561, 165, 168, 214]",,0.0,,0.0,,0.02,,0.87,,0.02,,0.0,
0.08,,"[562, 166, 168, 212]",,0.0,,0.0,,0.02,,0.88,,0.01,,0.0,
0.08,,"[562, 163, 169, 216]",,0.0,,0.0,,0.01,,0.86,,0.03,,0.01,
0.09,,"[563, 163, 169, 216]",,0.0,,0.0,,0.04,,0.83,,0.02,,0.02,
0.06,,"[564, 164, 169, 214]",,0.0,,0.0,,0.05,,0.87,,0.01,,0.01,
0.06,,"[564, 165, 168, 213]",,0.0,,0.0,,0.05,,0.84,,0.02,,0.03,
0.08,,"[563, 164, 169, 214]",,0.0,,0.0,,0.04,,0.85,,0.01,,0.02,
0.11,,"[565, 162, 169, 215]",,0.0,,0.0,,0.1,,0.77,,0.01,,0.02,
0.09,,"[563, 165, 166, 211]",,0.0,,0.0,,0.11,,0.74,,0.02,,0.03,
0.07,,"[559, 160, 171, 218]",,0.0,,0.0,,0.06,,0.82,,0.01,,0.03,
0.07,,"[557, 160, 164, 210]",,0.0,,0.0,,0.13,,0.75,,0.01,,0.04,
0.14,,"[556, 162, 165, 211]",,0.0,,0.01,,0.39,,0.46,,0.01,,0.01,
0.29,0.04,"[551, 156, 166, 215]","[564, 86, 127, 141]",0.0,0.0,0.01,0.34,0.2,0.0,0.47,0.03,0.03,0.55,0.0,0.05
0.42,,"[547, 152, 166, 216]",,0.0,,0.02,,0.08,,0.44,,0.04,,0.01,
0.23,,"[536, 133, 173, 232]",,0.0,,0.0,,0.1,,0.63,,0.04,,0.0,
0.32,,"[537, 133, 170, 230]",,0.0,,0.0,,0.05,,0.57,,0.06,,0.0,
0.58,,"[539, 145, 165, 217]",,0.0,,0.02,,0.05,,0.28,,0.06,,0.02,
0.36,,"[536, 142, 168, 218]",,0.0,,0.02,,0.11,,0.45,,0.05,,0.01,
0.41,,"[537, 142, 170, 216]",,0.0,,0.01,,0.08,,0.44,,0.05,,0.0,
0.41,,"[536, 135, 169, 221]",,0.0,,0.0,,0.01,,0.53,,0.05,,0.0,
0.16,,"[534, 131, 168, 222]",,0.0,,0.0,,0.02,,0.79,,0.03,,0.0,
0.23,,"[533, 131, 168, 221]",,0.0,,0.0,,0.01,,0.73,,0.03,,0.0,
0.4,,"[534, 135, 166, 218]",,0.0,,0.0,,0.0,,0.54,,0.05,,0.0,
0.16,,"[526, 128, 170, 222]",,0.0,,0.07,,0.04,,0.67,,0.03,,0.02,
0.17,,"[570, 126, 173, 220]",,0.0,,0.08,,0.03,,0.55,,0.16,,0.01,
0.11,,"[567, 129, 174, 223]",,0.0,,0.0,,0.05,,0.79,,0.05,,0.0,
0.13,,"[567, 131, 174, 221]",,0.0,,0.0,,0.08,,0.75,,0.03,,0.0,
0.25,,"[574, 140, 167, 216]",,0.0,,0.03,,0.11,,0.53,,0.06,,0.01,
0.18,,"[569, 135, 170, 220]",,0.0,,0.01,,0.16,,0.59,,0.05,,0.01,
0.18,,"[573, 134, 170, 222]",,0.0,,0.01,,0.06,,0.69,,0.04,,0.01,
0.1,,"[570, 137, 167, 217]",,0.0,,0.0,,0.05,,0.81,,0.04,,0.0,
0.1,,"[569, 137, 167, 217]",,0.0,,0.0,,0.05,,0.81,,0.03,,0.0,
0.07,,"[568, 141, 167, 213]",,0.0,,0.0,,0.12,,0.77,,0.03,,0.0,
0.09,,"[566, 140, 169, 216]",,0.0,,0.0,,0.19,,0.69,,0.03,,0.0,
0.03,,"[568, 140, 166, 218]",,0.0,,0.0,,0.32,,0.63,,0.02,,0.0,
0.06,,"[567, 143, 165, 213]",,0.0,,0.01,,0.18,,0.7,,0.03,,0.02,
0.12,,"[567, 146, 163, 213]",,0.0,,0.02,,0.15,,0.64,,0.06,,0.01,
0.13,,"[566, 146, 164, 214]",,0.0,,0.03,,0.07,,0.59,,0.07,,0.1,
0.22,,"[559, 142, 169, 224]",,0.0,,0.02,,0.15,,0.48,,0.09,,0.05,
0.11,,"[559, 139, 171, 223]",,0.0,,0.01,,0.1,,0.7,,0.07,,0.01,
0.12,,"[559, 139, 172, 220]",,0.0,,0.0,,0.11,,0.72,,0.04,,0.01,
0.18,,"[556, 132, 179, 225]",,0.0,,0.0,,0.06,,0.69,,0.06,,0.0,
0.18,,"[562, 138, 170, 215]",,0.0,,0.01,,0.2,,0.54,,0.06,,0.01,
0.33,,"[565, 141, 163, 207]",,0.0,,0.02,,0.11,,0.48,,0.06,,0.01,
0.76,,"[563, 144, 167, 210]",,0.0,,0.01,,0.02,,0.18,,0.03,,0.0,
0.36,,"[559, 138, 172, 214]",,0.0,,0.0,,0.04,,0.54,,0.05,,0.0,
0.31,0.12,"[553, 137, 173, 218]","[-1, 259, 73, 95]",0.0,0.0,0.0,0.31,0.03,0.19,0.61,0.09,0.05,0.25,0.0,0.04
0.11,,"[-2, 259, 74, 96]",,0.0,,0.3,,0.17,,0.14,,0.26,,0.02,
0.12,,"[-1, 259, 73, 95]",,0.0,,0.31,,0.19,,0.09,,0.25,,0.04,
0.12,,"[-1, 259, 73, 95]",,0.0,,0.31,,0.19,,0.09,,0.25,,0.04,
0.11,,"[-2, 259, 74, 96]",,0.0,,0.3,,0.18,,0.14,,0.26,,0.02,
0.15,,"[552, 153, 166, 211]",,0.0,,0.06,,0.06,,0.58,,0.09,,0.05,
0.1,,"[550, 151, 168, 217]",,0.0,,0.02,,0.16,,0.66,,0.05,,0.01,
0.06,,"[547, 149, 170, 218]",,0.0,,0.0,,0.26,,0.65,,0.02,,0.0,
0.03,,"[543, 141, 178, 225]",,0.0,,0.0,,0.02,,0.94,,0.01,,0.0,
0.01,,"[542, 142, 179, 225]",,0.0,,0.0,,0.15,,0.83,,0.01,,0.0,
0.01,,"[547, 149, 170, 216]",,0.0,,0.0,,0.41,,0.58,,0.0,,0.0,
0.04,,"[546, 148, 170, 219]",,0.0,,0.0,,0.31,,0.63,,0.02,,0.0,
0.04,,"[546, 147, 172, 220]",,0.0,,0.0,,0.3,,0.64,,0.03,,0.0,
0.01,,"[549, 146, 171, 220]",,0.0,,0.0,,0.32,,0.65,,0.02,,0.0,
0.01,,"[549, 146, 172, 219]",,0.0,,0.0,,0.24,,0.72,,0.02,,0.0,
0.05,,"[552, 146, 174, 222]",,0.0,,0.0,,0.31,,0.62,,0.01,,0.0,
0.05,,"[560, 149, 169, 216]",,0.0,,0.0,,0.26,,0.67,,0.01,,0.0,
0.05,,"[562, 151, 167, 214]",,0.0,,0.01,,0.06,,0.85,,0.02,,0.01,
0.17,,"[563, 153, 167, 213]",,0.0,,0.02,,0.05,,0.7,,0.05,,0.01,
0.17,,"[565, 153, 166, 212]",,0.0,,0.03,,0.06,,0.69,,0.05,,0.02,
0.18,,"[562, 151, 168, 215]",,0.0,,0.01,,0.02,,0.72,,0.07,,0.0,
0.13,,"[562, 150, 169, 214]",,0.0,,0.01,,0.02,,0.77,,0.06,,0.01,
0.14,,"[564, 149, 168, 213]",,0.0,,0.02,,0.05,,0.66,,0.1,,0.03,
0.22,,"[563, 148, 169, 214]",,0.0,,0.03,,0.07,,0.5,,0.14,,0.04,
0.17,,"[569, 151, 164, 210]",,0.0,,0.11,,0.02,,0.32,,0.22,,0.16,
0.15,,"[569, 147, 164, 211]",,0.0,,0.04,,0.05,,0.53,,0.12,,0.11,
0.1,,"[566, 144, 167, 214]",,0.0,,0.01,,0.03,,0.81,,0.05,,0.01,
0.09,,"[565, 145, 167, 213]",,0.0,,0.01,,0.1,,0.75,,0.05,,0.01,
0.07,,"[564, 144, 166, 215]",,0.0,,0.0,,0.14,,0.75,,0.03,,0.0,
0.06,,"[563, 143, 167, 216]",,0.0,,0.0,,0.22,,0.69,,0.02,,0.0,
0.06,,"[565, 144, 167, 213]",,0.0,,0.0,,0.21,,0.69,,0.03,,0.01,
0.04,,"[566, 143, 167, 214]",,0.0,,0.01,,0.25,,0.66,,0.02,,0.02,
0.09,,"[568, 143, 166, 213]",,0.0,,0.01,,0.07,,0.73,,0.08,,0.02,
0.11,,"[568, 143, 165, 214]",,0.0,,0.01,,0.03,,0.8,,0.04,,0.01,
0.12,,"[566, 142, 165, 215]",,0.0,,0.01,,0.06,,0.76,,0.05,,0.01,
0.06,,"[565, 142, 166, 212]",,0.0,,0.01,,0.11,,0.78,,0.04,,0.0,
0.06,,"[569, 141, 166, 213]",,0.0,,0.01,,0.05,,0.85,,0.03,,0.01,
0.1,,"[570, 139, 165, 211]",,0.0,,0.0,,0.03,,0.85,,0.02,,0.0,
0.12,,"[568, 144, 170, 211]",,0.0,,0.01,,0.04,,0.78,,0.05,,0.01,
0.05,,"[567, 136, 167, 214]",,0.0,,0.0,,0.12,,0.81,,0.02,,0.0,
0.05,,"[565, 129, 172, 219]",,0.0,,0.0,,0.08,,0.86,,0.02,,0.0,
0.16,,"[573, 135, 166, 213]",,0.0,,0.01,,0.14,,0.62,,0.06,,0.01,
0.1,,"[570, 126, 171, 217]",,0.0,,0.0,,0.05,,0.8,,0.04,,0.0,
0.09,,"[567, 125, 172, 216]",,0.0,,0.0,,0.11,,0.76,,0.04,,0.01,
0.3,,"[569, 128, 169, 216]",,0.0,,0.02,,0.06,,0.56,,0.05,,0.0,
0.38,,"[565, 124, 169, 215]",,0.0,,0.01,,0.03,,0.52,,0.06,,0.01,
0.29,,"[564, 120, 170, 221]",,0.0,,0.01,,0.04,,0.58,,0.07,,0.0,
0.29,,"[567, 122, 169, 217]",,0.0,,0.01,,0.05,,0.55,,0.1,,0.0,
0.38,,"[573, 126, 165, 208]",,0.0,,0.04,,0.06,,0.42,,0.1,,0.01,
0.35,,"[570, 121, 169, 215]",,0.0,,0.02,,0.02,,0.49,,0.12,,0.0,
0.28,,"[568, 121, 170, 217]",,0.0,,0.03,,0.02,,0.47,,0.21,,0.0,
0.39,,"[566, 117, 174, 222]",,0.0,,0.01,,0.01,,0.5,,0.09,,0.0,
0.27,,"[569, 121, 169, 215]",,0.0,,0.02,,0.02,,0.56,,0.13,,0.0,
0.36,,"[571, 123, 168, 214]",,0.0,,0.03,,0.02,,0.44,,0.14,,0.01,
0.38,,"[568, 124, 168, 214]",,0.0,,0.02,,0.02,,0.45,,0.13,,0.0,
0.45,,"[567, 124, 172, 218]",,0.0,,0.01,,0.01,,0.4,,0.12,,0.0,
0.33,,"[569, 126, 169, 218]",,0.0,,0.01,,0.02,,0.57,,0.07,,0.0,
0.21,,"[568, 124, 171, 219]",,0.0,,0.01,,0.07,,0.63,,0.06,,0.01,
0.12,,"[563, 127, 177, 223]",,0.0,,0.0,,0.15,,0.65,,0.07,,0.0,
0.21,,"[571, 141, 165, 210]",,0.0,,0.02,,0.07,,0.62,,0.08,,0.01,
0.11,,"[567, 146, 169, 209]",,0.0,,0.03,,0.1,,0.7,,0.06,,0.01,
0.11,,"[566, 141, 165, 213]",,0.0,,0.0,,0.04,,0.79,,0.06,,0.0,
0.17,,"[564, 137, 168, 217]",,0.0,,0.0,,0.05,,0.71,,0.06,,0.0,
0.07,,"[567, 149, 164, 206]",,0.0,,0.02,,0.01,,0.8,,0.1,,0.0,
0.19,,"[563, 137, 170, 217]",,0.0,,0.01,,0.04,,0.67,,0.07,,0.01,
0.19,,"[570, 149, 165, 209]",,0.0,,0.03,,0.04,,0.61,,0.13,,0.01,
0.2,,"[567, 149, 167, 207]",,0.0,,0.04,,0.04,,0.65,,0.07,,0.01,
0.09,,"[562, 134, 174, 223]",,0.0,,0.0,,0.01,,0.83,,0.06,,0.0,
0.1,,"[565, 141, 166, 216]",,0.0,,0.0,,0.02,,0.83,,0.05,,0.0,
0.04,,"[567, 140, 168, 218]",,0.0,,0.0,,0.03,,0.91,,0.02,,0.0,
0.11,,"[570, 155, 163, 206]",,0.0,,0.03,,0.02,,0.78,,0.05,,0.01,
0.08,,"[570, 157, 163, 206]",,0.0,,0.01,,0.03,,0.83,,0.04,,0.01,
0.08,,"[570, 157, 165, 208]",,0.0,,0.01,,0.04,,0.82,,0.04,,0.01,
0.03,,"[571, 157, 164, 207]",,0.0,,0.01,,0.08,,0.86,,0.02,,0.0,
0.04,,"[570, 156, 166, 208]",,0.0,,0.01,,0.07,,0.85,,0.02,,0.01,
0.07,,"[569, 157, 165, 208]",,0.0,,0.01,,0.11,,0.77,,0.02,,0.02,
0.1,,"[571, 161, 161, 204]",,0.0,,0.02,,0.04,,0.69,,0.02,,0.14,
0.11,,"[571, 160, 160, 205]",,0.0,,0.02,,0.06,,0.75,,0.03,,0.04,
0.07,,"[566, 155, 168, 214]",,0.0,,0.01,,0.06,,0.82,,0.03,,0.02,
0.11,,"[571, 159, 163, 211]",,0.0,,0.01,,0.05,,0.79,,0.02,,0.02,
0.09,,"[570, 157, 165, 213]",,0.0,,0.02,,0.11,,0.74,,0.02,,0.03,
0.08,,"[571, 158, 164, 212]",,0.0,,0.02,,0.07,,0.78,,0.02,,0.03,
0.06,,"[568, 156, 167, 215]",,0.0,,0.01,,0.05,,0.85,,0.02,,0.01,
0.07,,"[571, 157, 164, 212]",,0.0,,0.01,,0.04,,0.81,,0.02,,0.04,
0.08,,"[574, 158, 161, 209]",,0.0,,0.01,,0.04,,0.81,,0.02,,0.04,
0.13,,"[570, 156, 164, 214]",,0.0,,0.02,,0.1,,0.7,,0.04,,0.02,
0.05,,"[570, 155, 166, 215]",,0.0,,0.01,,0.07,,0.83,,0.02,,0.01,
0.06,,"[570, 155, 165, 214]",,0.0,,0.01,,0.05,,0.83,,0.02,,0.02,
0.06,,"[571, 156, 164, 211]",,0.0,,0.01,,0.09,,0.82,,0.02,,0.02,
0.08,,"[570, 155, 165, 213]",,0.0,,0.01,,0.08,,0.79,,0.02,,0.01,
0.12,,"[570, 157, 165, 213]",,0.0,,0.01,,0.16,,0.63,,0.03,,0.05,
0.13,,"[570, 157, 165, 213]",,0.0,,0.01,,0.16,,0.62,,0.03,,0.05,
0.13,,"[570, 157, 165, 213]",,0.0,,0.01,,0.16,,0.63,,0.03,,0.05,
0.13,,"[570, 157, 165, 213]",,0.0,,0.01,,0.13,,0.66,,0.03,,0.04,
0.13,,"[569, 156, 166, 214]",,0.0,,0.01,,0.09,,0.7,,0.03,,0.04,
0.09,,"[571, 157, 165, 212]",,0.0,,0.02,,0.05,,0.71,,0.03,,0.1,
0.14,,"[569, 157, 166, 213]",,0.0,,0.01,,0.09,,0.69,,0.04,,0.03,
0.12,,"[571, 157, 164, 212]",,0.0,,0.01,,0.05,,0.71,,0.05,,0.05,
0.13,,"[568, 156, 167, 213]",,0.0,,0.01,,0.14,,0.64,,0.03,,0.05,
0.1,,"[572, 156, 164, 212]",,0.0,,0.01,,0.1,,0.67,,0.02,,0.11,
0.17,,"[574, 157, 162, 209]",,0.0,,0.01,,0.08,,0.67,,0.02,,0.05,
0.23,,"[573, 160, 159, 205]",,0.0,,0.04,,0.03,,0.57,,0.06,,0.06,
0.21,,"[573, 159, 161, 207]",,0.0,,0.04,,0.03,,0.53,,0.04,,0.15,
0.16,,"[570, 157, 163, 208]",,0.0,,0.06,,0.03,,0.56,,0.07,,0.12,
0.33,,"[570, 157, 161, 208]",,0.0,,0.05,,0.04,,0.48,,0.04,,0.05,
0.26,,"[570, 157, 161, 206]",,0.0,,0.07,,0.02,,0.54,,0.07,,0.04,
0.08,,"[567, 152, 165, 209]",,0.0,,0.02,,0.03,,0.82,,0.04,,0.01,
0.07,,"[560, 141, 169, 218]",,0.0,,0.0,,0.07,,0.82,,0.04,,0.0,
0.06,,"[561, 140, 169, 219]",,0.0,,0.0,,0.08,,0.82,,0.03,,0.0,
0.04,,"[560, 136, 172, 225]",,0.0,,0.0,,0.08,,0.85,,0.03,,0.0,
0.07,,"[559, 136, 171, 223]",,0.0,,0.0,,0.09,,0.79,,0.04,,0.01,
0.1,,"[557, 136, 170, 223]",,0.0,,0.01,,0.21,,0.6,,0.06,,0.02,
0.15,,"[558, 140, 167, 218]",,0.0,,0.02,,0.11,,0.62,,0.08,,0.02,
0.18,,"[555, 137, 170, 221]",,0.0,,0.01,,0.18,,0.57,,0.05,,0.01,
0.1,,"[555, 135, 171, 221]",,0.0,,0.01,,0.14,,0.67,,0.06,,0.01,
0.1,,"[553, 131, 173, 224]",,0.0,,0.01,,0.11,,0.68,,0.1,,0.0,
0.08,,"[553, 130, 173, 224]",,0.0,,0.0,,0.05,,0.82,,0.04,,0.0,
0.06,,"[550, 126, 174, 226]",,0.0,,0.0,,0.03,,0.9,,0.02,,0.0,
0.18,,"[550, 131, 175, 222]",,0.0,,0.0,,0.05,,0.72,,0.04,,0.0,
0.12,,"[553, 130, 171, 222]",,0.0,,0.0,,0.05,,0.79,,0.04,,0.0,
0.1,,"[549, 122, 176, 227]",,0.0,,0.0,,0.02,,0.84,,0.03,,0.0,
0.07,,"[551, 123, 177, 226]",,0.0,,0.01,,0.1,,0.78,,0.03,,0.01,
0.13,,"[549, 121, 176, 225]",,0.0,,0.0,,0.04,,0.79,,0.04,,0.0,
0.12,,"[547, 120, 177, 230]",,0.0,,0.0,,0.02,,0.83,,0.02,,0.0,
0.09,,"[546, 122, 177, 228]",,0.0,,0.0,,0.05,,0.83,,0.03,,0.0,
0.09,,"[547, 123, 175, 227]",,0.0,,0.0,,0.02,,0.86,,0.03,,0.0,
0.32,,"[549, 124, 174, 227]",,0.0,,0.02,,0.01,,0.6,,0.04,,0.01,
0.36,,"[548, 124, 176, 228]",,0.0,,0.01,,0.01,,0.58,,0.03,,0.01,
0.49,,"[554, 128, 171, 221]",,0.0,,0.02,,0.01,,0.38,,0.08,,0.01,
0.41,,"[551, 127, 172, 222]",,0.0,,0.02,,0.03,,0.5,,0.03,,0.01,
0.36,,"[550, 126, 173, 224]",,0.0,,0.02,,0.06,,0.51,,0.04,,0.01,
0.37,,"[549, 126, 175, 228]",,0.0,,0.05,,0.15,,0.35,,0.07,,0.02,
0.48,,"[549, 123, 176, 231]",,0.0,,0.02,,0.08,,0.36,,0.05,,0.01,
0.32,0.14,"[555, 133, 169, 220]","[573, 70, 116, 131]",0.0,0.0,0.02,0.18,0.34,0.04,0.25,0.21,0.06,0.25,0.01,0.18
0.21,,"[549, 131, 174, 227]",,0.0,,0.01,,0.33,,0.4,,0.03,,0.01,
0.4,,"[557, 142, 170, 219]",,0.0,,0.06,,0.21,,0.2,,0.1,,0.02,
0.2,,"[562, 147, 162, 210]",,0.0,,0.08,,0.09,,0.48,,0.13,,0.03,
0.1,,"[555, 132, 172, 228]",,0.0,,0.01,,0.05,,0.76,,0.08,,0.0,
0.09,,"[558, 133, 170, 223]",,0.0,,0.01,,0.04,,0.76,,0.11,,0.0,
0.03,,"[556, 132, 172, 223]",,0.0,,0.0,,0.05,,0.84,,0.07,,0.0,
0.02,,"[557, 135, 172, 219]",,0.0,,0.0,,0.05,,0.9,,0.03,,0.0,
0.03,,"[559, 137, 171, 219]",,0.0,,0.0,,0.06,,0.88,,0.03,,0.0,
0.05,,"[559, 141, 169, 220]",,0.0,,0.0,,0.07,,0.86,,0.01,,0.0,
0.06,,"[562, 150, 165, 213]",,0.0,,0.01,,0.1,,0.81,,0.03,,0.0,
0.1,,"[564, 157, 163, 207]",,0.0,,0.01,,0.03,,0.83,,0.02,,0.01,
0.09,,"[563, 153, 165, 214]",,0.0,,0.01,,0.08,,0.8,,0.02,,0.01,
0.06,,"[564, 154, 165, 214]",,0.0,,0.01,,0.16,,0.75,,0.02,,0.01,
0.08,,"[563, 156, 165, 211]",,0.0,,0.01,,0.2,,0.67,,0.03,,0.02,
0.06,0.04,"[563, 156, 166, 211]","[580, 88, 115, 128]",0.0,0.0,0.01,0.31,0.17,0.09,0.72,0.16,0.02,0.23,0.01,0.18
0.07,,"[565, 159, 163, 209]",,0.0,,0.0,,0.22,,0.69,,0.01,,0.01,
0.09,,"[567, 160, 163, 209]",,0.0,,0.0,,0.29,,0.6,,0.01,,0.0,
0.04,,"[564, 159, 169, 213]",,0.0,,0.0,,0.26,,0.68,,0.02,,0.0,
0.06,,"[565, 161, 169, 210]",,0.0,,0.0,,0.27,,0.65,,0.01,,0.0,
0.04,,"[565, 160, 171, 215]",,0.0,,0.0,,0.02,,0.91,,0.02,,0.0,
0.1,,"[566, 162, 168, 210]",,0.0,,0.0,,0.16,,0.72,,0.02,,0.01,
0.02,,"[567, 160, 163, 208]",,0.0,,0.0,,0.23,,0.74,,0.01,,0.0,
0.04,,"[566, 158, 166, 212]",,0.0,,0.0,,0.22,,0.73,,0.02,,0.0,
0.01,,"[567, 158, 164, 210]",,0.0,,0.0,,0.41,,0.56,,0.01,,0.0,
0.02,0.04,"[566, 157, 166, 213]","[579, 89, 124, 135]",0.0,0.0,0.0,0.41,0.23,0.01,0.74,0.14,0.01,0.24,0.0,0.15
0.01,,"[567, 157, 165, 210]",,0.0,,0.0,,0.44,,0.54,,0.01,,0.0,
0.01,,"[565, 156, 168, 213]",,0.0,,0.0,,0.35,,0.63,,0.01,,0.0,
0.02,,"[567, 157, 166, 212]",,0.0,,0.0,,0.23,,0.74,,0.01,,0.0,
0.01,,"[567, 158, 165, 210]",,0.0,,0.0,,0.39,,0.59,,0.01,,0.0,
0.01,,"[568, 159, 163, 209]",,0.0,,0.0,,0.25,,0.72,,0.01,,0.0,
0.01,,"[568, 158, 163, 211]",,0.0,,0.0,,0.31,,0.67,,0.01,,0.0,
0.01,,"[568, 158, 163, 209]",,0.0,,0.0,,0.31,,0.66,,0.01,,0.0,
0.01,,"[568, 158, 163, 211]",,0.0,,0.0,,0.34,,0.65,,0.01,,0.0,
0.01,,"[570, 156, 163, 213]",,0.0,,0.0,,0.31,,0.68,,0.0,,0.0,
0.02,,"[572, 157, 160, 208]",,0.0,,0.0,,0.06,,0.91,,0.01,,0.0,
0.04,,"[573, 159, 158, 209]",,0.0,,0.0,,0.05,,0.89,,0.01,,0.01,
0.06,,"[573, 160, 159, 208]",,0.0,,0.0,,0.03,,0.88,,0.02,,0.01,
0.08,,"[572, 160, 159, 209]",,0.0,,0.01,,0.1,,0.76,,0.03,,0.03,
0.12,,"[571, 160, 159, 210]",,0.0,,0.01,,0.09,,0.7,,0.03,,0.05,
0.13,,"[571, 161, 159, 209]",,0.0,,0.02,,0.04,,0.72,,0.04,,0.04,
0.14,,"[571, 161, 159, 209]",,0.0,,0.03,,0.04,,0.69,,0.05,,0.06,
0.09,,"[569, 159, 161, 213]",,0.0,,0.01,,0.04,,0.78,,0.04,,0.03,
0.07,,"[569, 158, 161, 214]",,0.0,,0.01,,0.03,,0.84,,0.03,,0.02,
0.1,,"[568, 159, 161, 212]",,0.0,,0.02,,0.05,,0.72,,0.05,,0.05,
0.09,,"[568, 159, 162, 214]",,0.0,,0.01,,0.02,,0.81,,0.05,,0.02,
0.08,,"[568, 159, 161, 211]",,0.0,,0.02,,0.03,,0.76,,0.06,,0.04,
0.14,,"[566, 161, 167, 216]",,0.0,,0.03,,0.04,,0.71,,0.05,,0.03,
0.18,,"[565, 162, 168, 213]",,0.0,,0.03,,0.01,,0.7,,0.06,,0.02,
0.19,,"[567, 163, 167, 210]",,0.0,,0.01,,0.01,,0.75,,0.03,,0.01,
0.13,,"[565, 162, 168, 211]",,0.0,,0.03,,0.01,,0.77,,0.06,,0.01,
0.24,,"[570, 162, 159, 205]",,0.0,,0.02,,0.02,,0.67,,0.04,,0.02,
0.14,,"[569, 155, 162, 212]",,0.0,,0.01,,0.02,,0.78,,0.05,,0.0,
0.18,,"[572, 158, 159, 206]",,0.0,,0.01,,0.04,,0.73,,0.04,,0.01,
0.11,,"[567, 149, 167, 221]",,0.0,,0.01,,0.01,,0.78,,0.09,,0.0,
0.05,,"[582, 160, 158, 206]",,0.0,,0.01,,0.09,,0.73,,0.02,,0.11,
0.05,,"[581, 163, 157, 202]",,0.0,,0.01,,0.08,,0.76,,0.01,,0.09,
0.05,,"[578, 159, 158, 208]",,0.0,,0.01,,0.15,,0.74,,0.01,,0.05,
0.04,,"[574, 157, 161, 207]",,0.0,,0.01,,0.05,,0.86,,0.02,,0.02,
0.03,,"[569, 151, 164, 212]",,0.0,,0.0,,0.06,,0.88,,0.02,,0.0,
0.03,,"[571, 153, 162, 208]",,0.0,,0.01,,0.21,,0.72,,0.02,,0.01,
0.03,,"[565, 140, 169, 220]",,0.0,,0.0,,0.07,,0.88,,0.02,,0.0,
0.03,,"[569, 143, 166, 215]",,0.0,,0.0,,0.05,,0.9,,0.01,,0.01,
0.07,,"[562, 141, 165, 214]",,0.0,,0.0,,0.1,,0.8,,0.03,,0.0,
0.06,,"[569, 143, 164, 209]",,0.0,,0.0,,0.09,,0.82,,0.02,,0.0,
0.05,,"[567, 135, 170, 217]",,0.0,,0.0,,0.02,,0.9,,0.02,,0.0,
0.17,,"[568, 144, 166, 209]",,0.0,,0.04,,0.02,,0.69,,0.07,,0.01,
